NP_415169.1	WP_000776104.1	100	100	rlmH	b0636	rlmH	LF82_RS03010														Geneid		LF82_WT_1	LF82_WT_2	LF82_WT_3	SD105_1	SD105_2	SD105_3
NP_416097.1	WP_000836084.1	100	98.525	rspB	b1580	rspB	LF82_RS08215														LF82_RS17325	b3307	2796.95	1811.63	1376.95	2273.21	3626.1	2562.91
NP_415569.4	WP_001295957.1	100	97.581	msyB	b1051	msyB	LF82_RS05320														LF82_RS17330	b3308	4698.05	3430.8	4467.54	4100.44	6366.82	3293.04
YP_026218.1	WP_000081882.1	100	99.624	malP	b3417	malP	LF82_RS17860														LF82_RS17335	b3309	3277.15	2240.71	2716.77	2874	4530.29	2017.75
NP_417668.1	WP_000224099.1	100	100	lptB	b3201	lptB	LF82_RS16770														LF82_RS17340	b3310	3705.47	2736.17	3417.46	3285.96	5337.62	2843.67
NP_416746.1	WP_001000377.1	100	99.747	glpC	b2243	glpC	LF82_RS11810														LF82_RS17345	b3311	2297.43	1736.8	3314.26	2393.22	2578.58	1968.5
NP_417813.1	WP_000907085.1	100	100	yheU	b3354	yheU	LF82_RS17565														LF82_RS17350	b3312	1582.33	985.74	1972.3	1580.64	1620.56	1186.74
NP_416882.1	WP_001350316.1	100	99.184	pyrR	b2381	ypdB	LF82_RS12420														LF82_RS17355	b3313	3171.6	1940.42	3995.97	2983.95	3305.31	2256.88
NP_416947.1	WP_000512386.1	100	99.265	eutH	b2452	eutH	LF82_RS12720														LF82_RS17360	b3314	5447.25	3631.67	6956.88	5531.11	6062.69	4228.46
NP_415950.4	WP_071820734.1	99	97.949	ydcO	b1433	ydcO	LF82_RS07350														LF82_RS17365	b3315	2829.28	1970.33	3240.72	2978.79	2934.45	2001.65
NP_415113.1	WP_001130659.1	100	98.656	ybdK	b0581	ybdK	LF82_RS02715														LF82_RS17370	b3316	2826.73	1945.79	2879.38	3120.33	3584.52	1979.57
NP_416957.4	WP_000356956.1	100	100	eutS	b2462	eutS	LF82_RS12770														LF82_RS17375	b3317	4712.27	3135.37	4269.16	4651.38	4934.87	3049.78
NP_415476.1	WP_000877153.1	100	99.333	matP	b0956	matP	LF82_RS04575														LF82_RS17380	b3318	2965.27	2074.44	2541.24	2881.01	3055.7	2924.22
NP_417759.1	WP_001118861.1	100	100	secY	b3300	secY	LF82_RS17290														LF82_RS17385	b3319	4198.46	2742.62	3294	4203.84	4541	3334.11
NP_414838.2	WP_001046332.1	100	98.639	rclA	b0304	rclA	LF82_RS01550														LF82_RS17390	b3320	4359.37	2941.25	3215.57	4218.65	4931.91	3503.97
NP_415599.1	WP_001441926.1	100	99.042	flgJ	b1081	flgJ	LF82_RS05470														LF82_RS17395	b3321	2901.32	1987.42	2012.33	2686.66	3156.06	2122.81
NP_417154.1	WP_001229474.1	100	97.701	ygaP	b2668	ygaP	LF82_RS13830														LF82_RS17400	b3322	22.08	11.28	33.48	7.39	8.62	4
NP_414605.1	WP_000951864.1	100	98.233	araB	b0063	araB	LF82_RS00325														LF82_RS17405	b3323	24.93	17.86	40.33	25.84	23.3	12.4
NP_417014.1	WP_001137635.1	100	97.792	pbpC	b2519	pbpC	LF82_RS13030														LF82_RS17410	b3324	6.82	6.74	7.39	6.56	10.19	4
NP_416359.1	WP_000936974.1	100	98.834	ptrB	b1845	ptrB	LF82_RS09605														LF82_RS17415	b3325	12.63	12.76	27.22	19.76	20.04	6.2
NP_415348.1	WP_000397348.1	100	98.54	moeA	b0827	moeA	LF82_RS03935														LF82_RS17420	b3326	17.17	9.37	18.73	12.5	28.41	9.58
NP_416048.2	WP_000091198.1	100	99.213	marA	b1531	marA	LF82_RS07835														LF82_RS17425	b3327	2.83	3	10	2.27	11.62	2.75
YP_026168.2	WP_000852686.1	100	100	cysW	b2423	cysW	LF82_RS12630														LF82_RS17430	b3328	4.42	0.92	4.6	0.83	2.54	0
NP_418820.1	WP_001223199.1	100	97.807	yjtD	b4403	yjtD	LF82_RS23535														LF82_RS17435	b3329	2.23	4.87	8.68	3.68	11.38	3.91
NP_415896.1	WP_000628220.1	100	99.233	ydbK	b1378	nifJ	LF82_RS07190														LF82_RS17440	b3330	1	1.5	1.9	0.03	2.46	1
NP_415377.1	WP_000105415.1	100	97.792	potH	b0856	potH	LF82_RS04085														LF82_RS17445	b3331	0.1	1.75	5.85	2.71	3.54	1.07
NP_418129.2	WP_001304999.1	100	99.492	emrD	b3673	emrD	LF82_RS19320														LF82_RS17450	b3332	6.28	1.09	7.43	6	7.98	4.25
NP_416250.1	WP_000968919.1	100	100	chbA	b1736	chbA	LF82_RS09020														LF82_RS17455	#N/A	7.59	7.91	11.75	9.36	13.98	3.99
NP_416166.3	WP_001032936.1	100	100	nemR	b1649	nemR	LF82_RS08575														LF82_RS17460	#N/A	3.08	1.58	12.81	1.83	9.1	0.23
NP_416183.1	WP_000848176.1	100	97.566	ydhS	b1668	ydhS	LF82_RS08675														LF82_RS17465	b3333	7.56	13.71	14.62	13.82	21.6	3.82
NP_418743.1	WP_000208208.1	100	99.588	uxuB	b4323	uxuB	LF82_RS23035														LF82_RS17470	b3336	71.75	34.46	206.72	257.68	186.8	98.02
NP_416906.1	WP_000443689.1	100	99.404	ligA	b2411	ligA	LF82_RS12575														LF82_RS17475	b3337	11.17	11.08	44.08	96.17	51.18	8.27
NP_418438.1	WP_000138841.1	100	98.874	aceB	b4014	aceB	LF82_RS21195														LF82_RS17480	b3338	73.06	51.83	91.8	61.31	53.08	43.87
NP_414719.1	WP_001240896.1	100	100	bamA	b0177	bamA	LF82_RS00925														LF82_RS17485	b3339	10872.11	7150.18	16469.69	8132.18	12123.91	7525.04
NP_418327.1	WP_000027720.1	100	98.706	fdhE	b3891	fdhE	LF82_RS20530														LF82_RS17490	b3340	12840.24	8441.87	14057.6	9860.82	14884.51	9185.61
NP_415774.1	WP_001056491.1	100	99.398	yciF	b1258	yciF	LF82_RS06695														LF82_RS17495	#N/A	2955.01	1973.45	2520.12	2421.92	3481.36	2020.38
NP_416078.4	WP_001265193.1	100	93.123	ydfU	b1560	ydfU	LF82_RS08120														LF82_RS17500	b3342	1842.08	1241.97	1656.33	1571.35	2248.75	1272.17
NP_415076.1	WP_000709098.1	100	97.638	ybcK	b0544	ybcK	LF82_RS05865														LF82_RS17505	b3343	63.75	33	88.3	56.94	65.25	54.5
NP_416779.2	WP_000156701.1	100	100	nuoN	b2276	nuoN	LF82_RS11965														LF82_RS17510	b3344	32.77	20.53	74.98	39.5	41.67	24.92
NP_418357.1	WP_000655986.1	100	98.99	yiiS	b3922	yiiS	LF82_RS20680														LF82_RS17515	b3345	25.38	18.16	57.17	45.75	53.97	26.5
NP_416655.1	WP_001036964.1	100	100	mglB	b2150	mglB	LF82_RS11320														LF82_RS17520	b3346	110.84	84.89	248.09	142.48	193.14	75.37
NP_417911.4	WP_000416895.1	100	99.578	livF	b3454	livF	LF82_RS18080														LF82_RS17525	b3347	1117.34	728.18	2090.3	961.91	1216.72	549.68
NP_417839.1	WP_000090647.1	100	98.775	yhfW	b3380	yhfW	LF82_RS17670														LF82_RS17530	b3348	53.42	49.5	89.48	32	61.2	16.25
NP_418634.1	WP_000589434.1	100	99.691	cpdB	b4213	cpdB	LF82_RS22650														LF82_RS17535	b3349	573.43	377.5	888.4	1017.51	1328.6	788.55
NP_415842.2	WP_001296042.1	100	99.174	mpaA	b1326	mpaA	LF82_RS07055														LF82_RS17540	b4551	8.67	7.5	27.83	10.5	21.45	5.5
NP_417210.2	WP_001059947.1	100	99.405	hypE	b2730	hypE	LF82_RS14160														LF82_RS17545	b3350	27.57	20.08	96.3	62.22	64.52	45.9
NP_414590.1	WP_000624375.1	100	100	folA	b0048	folA	LF82_RS00250														LF82_RS17550	b3351	14.71	10.83	55.67	56.2	63.5	20.06
NP_414865.1	WP_000052166.1	100	97.973	prpB	b0331	prpB	LF82_RS01710														LF82_RS17555	b3352	236.19	130.89	270.71	187.38	280.63	102.84
NP_417629.1	WP_000130415.1	100	99.701	yhbW	b3160	yhbW	LF82_RS16560														LF82_RS17560	b3353	100	58.93	108.52	76.76	103.53	50.5
NP_416784.1	WP_000172749.1	100	100	nuoI	b2281	nuoI	LF82_RS11990														LF82_RS17565	b3354	24.5	14.58	52.5	23	37.2	24.33
NP_415165.1	WP_001092082.1	100	100	dacA	b0632	dacA	LF82_RS02990														LF82_RS17570	b3355	76.19	52.57	159.08	93.59	118.25	53.42
NP_415707.1	WP_001266907.1	100	99.769	dadA	b1189	dadA	LF82_RS06290														LF82_RS17575	b3356	15.06	14.4	47.78	55	71.28	53.87
NP_415717.1	WP_001298093.1	100	97.619	dhaL	b1199	dhaL	LF82_RS06365														LF82_RS17585	b3357	415.63	298.22	1120.62	894.96	1036.22	441.52
NP_416349.2	WP_024190479.1	100	98.33	rsmF	b1835	rsmF	LF82_RS09550														LF82_RS17590	b3358	248.91	183.57	502.64	403.18	559.85	245.34
NP_415173.1	WP_000620539.1	100	99.417	holA	b0640	holA	LF82_RS03030														LF82_RS17595	b3359	35.78	31.33	55.83	37.74	53.59	30.25
NP_415426.1	WP_000642852.1	100	99.565	ycaP	b0906	ycaP	LF82_RS04355														LF82_RS17600	b3360	39.2	31.95	47	17.21	27.81	20.06
NP_416599.2	WP_000289813.1	100	97.183	gatY	b2096	gatY	LF82_RS11040														LF82_RS17605	b3361	26.46	17.2	57.6	24.57	21.35	10.95
NP_417364.2	WP_001350139.1	100	99.585	uacT	b2888	uacT	LF82_RS15000														LF82_RS17610	b3362	34.62	50	86	27.83	37.14	10.25
NP_414673.1	WP_000621515.1	100	100	panD	b0131	panD	LF82_RS00705														LF82_RS17615	b3363	162.74	126.2	296.2	109.48	148.8	43.67
NP_414994.1	WP_000344800.1	100	100	tomB	b0461	tomB	LF82_RS02270														LF82_RS17620	b3364	156.12	123.06	103	31.96	109.75	33.11
NP_416834.1	WP_000730805.1	100	99.454	smrB	b2331	smrB	LF82_RS12245														LF82_RS17625	b3365	38.18	40.26	73.15	65.76	66.11	29.93
NP_414749.2	WP_001295200.1	100	99.167	yafS	b0213	yafS	LF82_RS01110														LF82_RS17630	b3366	5.06	2	4.33	12	7	0
NP_416255.1	WP_000252363.1	100	97.288	cho	b1741	cho	LF82_RS09050														LF82_RS17635	b3367	5.67	21.26	12.21	8.71	18.52	2.58
NP_415596.1	WP_000625837.1	100	100	flgG	b1078	flgG	LF82_RS05455														LF82_RS17640	b3368	76.33	61.42	126.21	97.77	142.65	54.2
NP_415353.1	WP_001236061.1	100	99.34	gsiD	b0832	gsiD	LF82_RS03960														LF82_RS17645	b3369	0.25	0.12	2.33	0	2.32	0.5
YP_588437.1	WP_000866436.1	100	100	ykgO	b4506	ykgO	LF82_RS01480														LF82_RS17650	b3376	3.08	5.44	8.18	10.67	9.52	2.5
NP_415262.1	WP_000568275.1	100	100	cydB	b0734	cydB	LF82_RS03445														LF82_RS17655	b3377	6.68	5.45	9.65	12.11	9.23	4.18
NP_418144.3	WP_014640236.1	97	96.535	yidR	b3689	yidR	LF82_RS19380														LF82_RS17660	b3378	2	1.92	2.63	3.11	2.06	1.25
YP_009518789.1	WP_122134696.1	100	95.238	ynfR	b4749	ynfR	LF82_RS25675														LF82_RS17665	b3379	2.41	1.1	5.48	1.67	1.57	2.42
NP_418810.1	WP_000068677.1	100	99.074	trpR	b4393	trpR	LF82_RS23485														LF82_RS17670	b3380	2.93	1.5	6.19	4.04	1.52	5.13
NP_417972.1	WP_000951553.1	100	94.628	gadW	b3515	gadW	LF82_RS18435														LF82_RS17675	b3381	1.12	0.1	7.56	3.54	3.54	0.92
NP_417054.2	WP_001301544.1	100	99.401	tadA	b2559	tadA	LF82_RS13200														LF82_RS17680	b3382	60.27	19.62	131.95	50.56	41.56	29
NP_415082.1	WP_001099697.1	100	95	rusA	b0550	rusA	LF82_RS05895														LF82_RS17685	b3383	31	15.58	104.88	60.25	46.4	28
NP_416609.1	WP_000134620.1	100	94.161	rcnA	b2106	rcnA	LF82_RS11090														LF82_RS17690	b3384	303.54	196.57	535.1	291.99	418.42	269.49
NP_418116.1	WP_000535950.1	100	99.349	yicL	b3660	yicL	LF82_RS19235														LF82_RS17695	b3385	130.13	66.59	178.77	110.6	146.64	118.46
NP_415698.1	WP_000284277.1	100	99.543	ycgM	b1180	ycgM	LF82_RS06245														LF82_RS17700	b3386	107.22	91.37	162.54	112.57	185.9	86.68
NP_417610.1	WP_014640214.1	99	95.2	agaI	b3141	agaI	LF82_RS16490														LF82_RS17705	b3387	345.57	274.25	335.7	342.14	560.48	188.81
NP_415615.1	WP_000756838.1	100	99.706	mltG	b1097	yceG	LF82_RS05550														LF82_RS17710	b3388	584.12	391.37	576.72	566.22	839.14	436.04
NP_415164.1	WP_000850550.1	100	100	ybeD	b0631	ybeD	LF82_RS02985														LF82_RS17715	b3389	525.83	323.54	407.13	573.72	849.09	414.33
NP_417060.1	WP_000399404.1	100	100	recO	b2565	recO	LF82_RS13240														LF82_RS17720	b3390	366.71	278.62	438.3	481.13	741.61	303.96
NP_416765.1	WP_000639996.1	100	100	menB	b2262	menB	LF82_RS11915														LF82_RS17725	b3391	12.87	8.37	22.21	10.09	11.37	10.16
NP_415385.1	WP_000027205.1	100	100	artP	b0864	artP	LF82_RS04125														LF82_RS17730	b3392	1.68	2.55	2.88	2.35	6.16	1.46
NP_415952.2	WP_024196719.1	100	98.622	rlhA	b1435	rlhA	LF82_RS07360														LF82_RS17735	b3393	2.2	0.05	5.98	0.8	2.38	0
NP_414714.1	WP_000622418.1	100	100	frr	b0172	frr	LF82_RS00900														LF82_RS17740	b3394	0	0.05	7.63	2.5	0.43	0
NP_415533.1	WP_000191701.1	100	100	rutR	b1013	rutR	LF82_RS05140														LF82_RS17745	b3395	4.08	2.17	11.85	5.27	5.42	3.32
YP_026225.1	WP_000149182.1	100	99.341	rbbA	b3486	rbbA	LF82_RS18265														LF82_RS17750	b3396	348.84	266.82	176.27	186.31	259.36	137.57
NP_414704.4	WP_000929439.1	100	99.74	cdaR	b0162	cdaR	LF82_RS00860														LF82_RS17755	b3397	96.29	70.48	256.24	162.67	262.67	105.62
NP_416476.1	WP_000218217.1	99	99.291	hchA	b1967	hchA	LF82_RS10205														LF82_RS17760	b3398	198.03	141.48	483.59	305.83	386.88	165.22
NP_416548.1	WP_000862660.1	100	98.768	wcaL	b2044	wcaL	LF82_RS10795														LF82_RS17765	b3399	89.37	58.23	162.58	124.05	151.33	89.5
NP_417226.1	WP_001219238.1	100	98.742	ispF	b2746	ispF	LF82_RS14255														LF82_RS17770	b3400	64.94	39.17	90.92	79	104.07	87.5
NP_416734.1	WP_001281253.1	100	99.771	gyrA	b2231	gyrA	LF82_RS11750														LF82_RS17775	b3401	249.83	179.17	333.81	220.33	327.78	208.25
NP_418255.1	WP_000812795.1	100	99.574	yigA	b3810	yigA	LF82_RS19980														LF82_RS17780	b3402	63.94	38.36	186.07	46.66	73.39	42.19
NP_416916.1	WP_000105467.1	100	99.01	cysM	b2421	cysM	LF82_RS12620														LF82_RS17790	b3403	470.22	258.16	1023.08	1594.17	1323.57	647.45
NP_415011.1	WP_000546254.1	99	99.282	ybaL	b0478	ybaL	LF82_RS02360														LF82_RS17795	b3404	97.24	77.08	262.1	242.74	299.23	128.38
NP_414657.1	WP_000963500.1	100	99.841	aceF	b0115	aceF	LF82_RS00620														LF82_RS17800	b3405	52.24	47.25	153.04	179.64	190.51	117.2
NP_414581.1	WP_000347117.1	100	100	caiA	b0039	caiA	LF82_RS00205														LF82_RS17805	b3406	22.42	15.64	68.52	41.03	60.39	12.5
NP_416334.1	WP_000156257.1	100	99.342	yobD	b1820	yobD	LF82_RS09450														LF82_RS17810	#N/A	138.07	97.89	211.3	152.58	199.48	120.19
NP_417521.1	WP_001296424.1	100	98.485	glgS	b3049	glgS	LF82_RS16045														LF82_RS25855	b3407	16	15.5	39.25	116	90.64	12.5
NP_417379.1	WP_000195072.1	100	99.582	gcvP	b2903	gcvP	LF82_RS15075														LF82_RS17820	#N/A	116.32	81.42	135.08	423.59	315.81	106.38
NP_417341.4	WP_001272558.1	100	99.602	actS	b2865	actS	LF82_RS14885														LF82_RS17825	#N/A	22.12	20.5	29.05	33.06	28.04	14
NP_417954.1	WP_000686608.1	100	99.6	rsmJ	b3497	rsmJ	LF82_RS18305														LF82_RS17830	b3410	2.14	4.32	0.08	2.08	1	1
YP_026241.1	WP_000072067.1	100	100	gyrB	b3699	gyrB	LF82_RS19435														LF82_RS17835	b3412	34.81	17.72	40.59	44.35	69.68	30.85
NP_415452.1	WP_000193872.1	100	98.966	pepN	b0932	pepN	LF82_RS04490														LF82_RS17840	b3413	35	29.02	57.44	58.31	90.7	41.5
NP_418338.1	WP_001179743.1	100	98.905	rhaD	b3902	rhaD	LF82_RS20575														LF82_RS17845	b3414	157.7	153.32	476.21	267.2	536.7	161.83
NP_417027.1	WP_000940019.1	100	100	trmJ	b2532	trmJ	LF82_RS13095														LF82_RS17850	b3415	55.17	20.94	297.95	83.98	68.57	52.21
NP_418555.1	WP_001296667.1	100	99.86	cadA	b4131	cadA	LF82_RS21920														LF82_RS17855	b3416	22.39	18.94	54.63	84.72	105.41	56.44
NP_415577.1	WP_000872794.1	100	98.925	solA	b1059	solA	LF82_RS05360														LF82_RS17860	b3417	24.66	9.38	44.14	163.84	169.81	95.83
NP_416736.1	WP_024196721.1	100	82.508	yfaL	b2233	yfaL	LF82_RS11760														LF82_RS17865	b3418	147.25	57.99	629.19	521.59	266.37	140.03
NP_414554.1	WP_000843689.1	100	95.522	yaaI	b0013	yaaI	LF82_RS00060														LF82_RS17870	b4475	19.92	6.27	28.39	22.94	27.4	11.9
NP_418621.5	WP_001216676.1	100	100	rpsF	b4200	rpsF	LF82_RS22550														LF82_RS17875	b3421	25.5	15.48	40.22	20.53	34.5	6.73
NP_418302.1	WP_001295266.1	100	100	yihI	b3866	yihI	LF82_RS20370														LF82_RS17880	b3422	10.84	12.91	25.76	17.2	31.1	13.2
NP_416448.1	WP_000994486.1	100	98.913	fliF	b1938	fliF	LF82_RS10065														LF82_RS17885	#N/A	204.52	130.88	237.93	138.59	195.56	82.21
NP_417309.1	WP_000895624.1	100	100	ygdQ	b2832	ygdQ	LF82_RS14810														LF82_RS17890	b3424	209.75	167.11	247.72	148.75	202.42	107.07
NP_418198.1	WP_000763742.1	100	98.639	mioC	b3742	mioC	LF82_RS19650														LF82_RS17895	b3425	58.5	46	106.83	57.95	77.17	15.5
NP_415633.1	WP_000810242.1	100	95.798	ycfT	b1115	ycfT	LF82_RS05640														LF82_RS17900	b3426	2387.6	1674.54	6742.2	5363.46	3939.44	1544.35
NP_414634.1	WP_000130042.1	100	99.02	ddlB	b0092	ddlB	LF82_RS00480														LF82_RS17905	#N/A	2.53	2.97	7.1	5.87	10.65	2.58
NP_418045.4	WP_024196725.1	100	99.219	aldB	b3588	aldB	LF82_RS18840														LF82_RS17910	#N/A	6.92	7.33	4.63	5.27	1.94	4.5
NP_417366.1	WP_000003071.1	100	100	lysS	b2890	lysS	LF82_RS15015														LF82_RS17915	#N/A	4.31	4.88	6.33	4.45	7.78	0
NP_416188.1	WP_234287601.1	100	99.571	ydhV	b1673	ydhV	LF82_RS08700														LF82_RS17920	#N/A	3.39	3.36	3.78	3.28	3	1.83
NP_415299.1	WP_000030919.1	100	97.333	bioD	b0778	bioD	LF82_RS03680														LF82_RS17925	#N/A	2.47	2.4	1.85	2.26	6.32	0.29
NP_418153.4	WP_014640237.1	100	96.97	yidB	b3698	yidB	LF82_RS26390														LF82_RS17930	#N/A	2.58	2.14	2.64	1.79	4.55	1.21
NP_415174.1	WP_001269669.1	100	99.482	lptE	b0641	lptE	LF82_RS03035														LF82_RS17935	#N/A	4.12	1.88	3	2.33	3.4	0.33
NP_415104.1	WP_000074186.1	100	98.687	cusC	b0572	cusC	LF82_RS02670														LF82_RS17940	#N/A	8.64	7.08	15.87	16.95	16.18	3.15
NP_415643.3	WP_000799401.1	100	99.636	potB	b1125	potB	LF82_RS05690														LF82_RS17945	#N/A	1.98	4.31	6.39	9.04	8.28	2.62
NP_415209.1	WP_000131702.1	100	100	fur	b0683	fur	LF82_RS03235														LF82_RS17950	#N/A	3.34	4.16	8.98	11.25	4.54	1.42
NP_418429.1	WP_001300651.1	100	99.567	yjaH	b4001	yjaH	LF82_RS21120														LF82_RS17955	b3428	131.94	62.53	158.87	180.37	186.38	108.06
NP_415750.2	WP_001226476.1	100	99.668	rssA	b1234	rssA	LF82_RS06575														LF82_RS17960	b3429	47.35	34.54	81.5	94.07	98.88	59.35
YP_026264.1	WP_000928837.1	100	98.544	rhtC	b3823	rhtC	LF82_RS20050														LF82_RS17965	b3430	45.56	126.65	76.19	87.91	79.35	56.11
NP_417913.1	WP_000803826.1	100	98.588	livM	b3456	livM	LF82_RS18090														LF82_RS17970	b3431	48.11	34.53	112.24	84.61	78.99	48.03
NP_418576.1	WP_000208757.1	100	100	frdC	b4152	frdC	LF82_RS22315														LF82_RS17975	#N/A	71.68	37.93	199.1	143.42	117.27	72.76
NP_415821.1	WP_001274963.1	100	100	pspB	b1305	pspB	LF82_RS06950														LF82_RS26265	b3432	4	0	10	8	3.25	3
NP_417372.1	WP_000244781.1	100	99.259	ygfX	b2896	ygfX	LF82_RS15045														LF82_RS17980	b3433	97.05	74.85	299.52	174.87	203.73	99.26
NP_417229.1	WP_001246113.1	100	93.458	ygbE	b2749	ygbE	LF82_RS14270														LF82_RS17985	b3434	25.1	21.33	30.33	32.39	52.81	26
NP_418617.1	WP_000056749.1	100	100	ulaD	b4196	ulaD	LF82_RS22525														LF82_RS17990	b4476	80.57	43.52	195.15	33.44	50.17	21.42
NP_415005.1	WP_001195025.1	100	100	recR	b0472	recR	LF82_RS02330														LF82_RS17995	b3437	39.05	15.26	142.92	20.7	33.25	17.47
YP_026188.1	WP_000098601.1	100	99.548	tktA	b2935	tkt	LF82_RS15240														LF82_RS18000	b3438	64.2	66.63	162.12	123.93	142.86	63.37
NP_418422.1	WP_001276879.1	100	98.732	thiC	b3994	thiC	LF82_RS21085														LF82_RS18005	b3439	20.26	12.85	46.29	30.1	51.69	18.32
YP_026197.1	WP_000183508.1	100	96.875	ygiV	b3023	ygiV	LF82_RS15865														LF82_RS18010	b3440	73.88	68.91	153.63	94.57	145.09	53.1
NP_417192.1	WP_014640193.1	100	97.867	hypF	b2712	hypF	LF82_RS14060														LF82_RS18020	b3441	6.12	10.33	26.18	13.79	15.44	1
NP_417314.1	WP_000201041.1	100	99.417	galR	b2837	galR	LF82_RS14835														LF82_RS18025	b3443	7.16	5.49	21.46	7.5	17.85	1.45
NP_418204.2	WP_001350412.1	100	97.842	rbsD	b3748	rbsD	LF82_RS19680														LF82_RS18030	#N/A	3.35	3.23	11.38	7.37	11.73	7.28
NP_416796.2	WP_001203415.1	100	99.074	hxpA	b2293	hxpA	LF82_RS12050														LF82_RS25860	#N/A	0	1.08	0.5	1.33	2.42	0.05
NP_416668.3	WP_000658608.1	100	98.63	yeiL	b2163	yeiL	LF82_RS11395														LF82_RS18035	b3446	0.66	7.58	7.11	3.41	5.57	1.5
NP_415062.1	WP_000729155.1	100	99.306	folD	b0529	folD	LF82_RS02605														LF82_RS18040	b3447	20.75	5.35	25.61	33.58	31.84	22.37
NP_417693.3	WP_000074795.1	100	96.958	nanR	b3226	nanR	LF82_RS16865														LF82_RS18045	b3448	21	16	62.81	45.38	53.92	7.5
NP_418603.1	WP_000511945.1	100	98.707	yjfJ	b4182	yjfJ	LF82_RS22455														LF82_RS18050	b3449	32.25	24.36	73.5	42.02	26.01	26.45
NP_414930.3	WP_001346334.1	100	99.239	araJ	b0396	araJ	LF82_RS01945														LF82_RS18055	b3450	15.71	13.1	37.24	25.44	23.37	30.2
NP_415500.1	WP_001528879.1	100	98.148	appA	b0980	appA	LF82_RS04710														LF82_RS18060	b3451	12.5	11.87	36.28	17.68	9.2	11.12
NP_416553.1	WP_000079285.1	100	99.582	cpsB	b2049	cpsB	LF82_RS10820														LF82_RS18065	b3452	12.33	9.26	86.84	18.94	12.44	7.06
YP_588468.1	WP_001007730.1	100	100	yheV	b4551	yheV	LF82_RS17540														LF82_RS18070	b3453	29.49	10.6	243.72	56.62	28.09	27.72
NP_417307.1	WP_000564489.1	100	100	rppH	b2830	rppH	LF82_RS14790														LF82_RS18080	b3454	7.18	6.03	5.67	8.38	3.37	4.31
NP_418789.1	WP_000204018.1	100	98.54	holD	b4372	holD	LF82_RS23360														LF82_RS18085	b3455	6.2	2.6	11.07	4.67	4.45	4.14
NP_416285.1	WP_000723717.1	100	98.773	ydjG	b1771	ydjG	LF82_RS09205														LF82_RS18090	b3456	14.01	8.33	16.82	6.11	9.13	5.47
NP_417317.1	WP_000848654.1	100	99.13	ygeA	b2840	ygeA	LF82_RS14850														LF82_RS18095	b3457	14.14	4.37	17.21	2.9	3.78	3.3
NP_417615.1	WP_000809258.1	100	99.65	rsmI	b3146	rsmI	LF82_RS16495														LF82_RS18100	b3458	12.68	9.74	13.31	9.24	19.41	4.11
YP_009518813.1	WP_122083101.1	100	85.185	yqfI	b4754	gcvT	LF82_RS25825														LF82_RS18105	b3459	11	7	23.25	17.95	28.11	7
NP_417560.1	WP_000211386.1	100	98.792	sstT	b3089	sstT	LF82_RS16255														LF82_RS18115	b3460	28.48	22.5	99.34	22.83	22.06	12.5
NP_415760.1	WP_000911112.1	100	100	oppB	b1244	oppB	LF82_RS06620														LF82_RS18120	b3461	1156.7	640.17	1396.14	1148.1	2512.8	746.94
NP_415512.1	WP_000818456.1	100	96.078	yccM	b0992	torS	LF82_RS04740														LF82_RS18125	b3462	168.47	103.87	215.7	187.85	256.83	166.42
NP_415531.2	WP_014640125.1	100	96.957	rutB	b1011	rutB	LF82_RS05130														LF82_RS18130	b3463	100.21	79	166.43	135.26	195.48	99.41
NP_416785.1	WP_000118512.1	100	99.692	nuoH	b2282	nuoH	LF82_RS11995														LF82_RS18135	b3464	223.8	161.22	324.28	277.41	444.97	222.95
NP_416911.1	WP_000623136.1	100	99.826	ptsI	b2416	ptsI	LF82_RS12600														LF82_RS18140	b3465	27.47	21.35	45.49	51.7	74.2	21.5
NP_415600.1	WP_000096499.1	100	98.903	flgK	b1082	flgK	LF82_RS05475														LF82_RS18145	b3466	11.38	8.5	19.84	18.73	32.31	32.06
NP_418654.1	WP_001219792.1	100	99.562	mpl	b4233	mpl	LF82_RS22735														LF82_RS18150	b3467	10.29	10.5	67.48	10.5	19.25	9.79
