acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
NP_416048.2	WP_000091198.1	100	99.213	marA	b1531	marA	LF82_RS07835	-0.569634645	0.067458107	0.134582138	0.398515399
YP_026168.2	WP_000852686.1	100	100	cysW	b2423	cysW	LF82_RS12630	-0.029800293	NA	-0.158464114	0.417356076
NP_418820.1	WP_001223199.1	100	97.807	yjtD	b4403	yjtD	LF82_RS23535	0.33940989	0.262790669	-0.209000835	0.364490698
NP_415896.1	WP_000628220.1	100	99.233	ydbK	b1378	nifJ	LF82_RS07190	0.20250682	0.516937074	0.068838539	0.610859161
NP_415377.1	WP_000105415.1	100	97.792	potH	b0856	potH	LF82_RS04085	-0.068112916	0.868142938	0.282800506	0.290368835
NP_418129.2	WP_001304999.1	100	99.492	emrD	b3673	emrD	LF82_RS19320	0.984369782	0.001922777	-1.094777965	4.16172E-14
NP_416250.1	WP_000968919.1	100	100	chbA	b1736	chbA	LF82_RS09020	0.092171253	NA	-0.114791609	0.70147875
NP_416166.3	WP_001032936.1	100	100	nemR	b1649	nemR	LF82_RS08575	0.071795922	0.86461919	-0.022031046	0.943621608
NP_416183.1	WP_000848176.1	100	97.566	ydhS	b1668	ydhS	LF82_RS08675	-0.677320866	0.060250588	0.008835596	0.975467039
NP_418743.1	WP_000208208.1	100	99.588	uxuB	b4323	uxuB	LF82_RS23035	-0.194360622	0.580516561	-0.046277366	0.846797275
NP_416906.1	WP_000443689.1	100	99.404	ligA	b2411	ligA	LF82_RS12575	-0.07754934	0.839037825	0.065219946	0.599448511
NP_418438.1	WP_000138841.1	100	98.874	aceB	b4014	aceB	LF82_RS21195	-1.083473684	0.017295921	0.914080068	1.99003E-12
NP_414719.1	WP_001240896.1	100	100	bamA	b0177	bamA	LF82_RS00925	0.101519664	0.732503787	-0.030868998	0.765000867
NP_418327.1	WP_000027720.1	100	98.706	fdhE	b3891	fdhE	LF82_RS20530	0.469957259	0.058505475	0.056105462	0.63765884
NP_415774.1	WP_001056491.1	100	99.398	yciF	b1258	yciF	LF82_RS06695	0.151853759	NA	0.004173661	NA
NP_416078.4	WP_001265193.1	100	93.123	ydfU	b1560	ydfU	LF82_RS08120	0.158590771	NA	-0.123873036	0.669845831
NP_415076.1	WP_000709098.1	100	97.638	ybcK	b0544	ybcK	LF82_RS05865	0.120315563	0.750514708	0.165444353	0.554965716
NP_416779.2	WP_000156701.1	100	100	nuoN	b2276	nuoN	LF82_RS11965	0.360600805	0.164320604	0.180752701	0.067063471
NP_418357.1	WP_000655986.1	100	98.99	yiiS	b3922	yiiS	LF82_RS20680	-0.169133936	0.634936918	0.350304425	0.119826041
NP_416655.1	WP_001036964.1	100	100	mglB	b2150	mglB	LF82_RS11320	-0.04242378	0.899178792	0.572991826	0.022048227
NP_417911.4	WP_000416895.1	100	99.578	livF	b3454	livF	LF82_RS18080	-0.09113869	NA	0.055290392	0.845685703
NP_417839.1	WP_000090647.1	100	98.775	yhfW	b3380	yhfW	LF82_RS17670	0.030241389	NA	-0.107104851	0.719875048
NP_418634.1	WP_000589434.1	100	99.691	cpdB	b4213	cpdB	LF82_RS22650	0.225512617	0.516937074	-0.003379849	0.985099054
NP_415842.2	WP_001296042.1	100	99.174	mpaA	b1326	mpaA	LF82_RS07055	0.064012158	0.871950801	-0.471992998	0.062504113
NP_417210.2	WP_001059947.1	100	99.405	hypE	b2730	hypE	LF82_RS14160	0.200687282	0.56524342	0.327351498	0.151479624
NP_414590.1	WP_000624375.1	100	100	folA	b0048	folA	LF82_RS00250	0.123410276	0.743372978	-0.143807131	0.26658077
NP_414865.1	WP_000052166.1	100	97.973	prpB	b0331	prpB	LF82_RS01710	0.251389232	NA	0.09451126	NA
NP_417629.1	WP_000130415.1	100	99.701	yhbW	b3160	yhbW	LF82_RS16560	0.186740806	0.600643988	-0.283107528	0.186717363
NP_416784.1	WP_000172749.1	100	100	nuoI	b2281	nuoI	LF82_RS11990	0.273912364	0.36552138	0.166317635	0.243458763
NP_415165.1	WP_001092082.1	100	100	dacA	b0632	dacA	LF82_RS02990	-0.107814704	0.758993092	0.385652077	1.93469E-07
NP_415707.1	WP_001266907.1	100	99.769	dadA	b1189	dadA	LF82_RS06290	-0.229272847	0.485131571	-0.164526046	0.33651285
NP_415717.1	WP_001298093.1	100	97.619	dhaL	b1199	dhaL	LF82_RS06365	0.102751786	0.796927673	-0.328363111	0.103633806
NP_416349.2	WP_024190479.1	100	98.33	rsmF	b1835	rsmF	LF82_RS09550	0.201349128	0.56494663	-0.53283056	0.001262546
NP_415173.1	WP_000620539.1	100	99.417	holA	b0640	holA	LF82_RS03030	-0.051671175	0.891045767	-0.091743496	0.480543866
NP_415426.1	WP_000642852.1	100	99.565	ycaP	b0906	ycaP	LF82_RS04355	0.092062801	0.81842194	0.193129251	0.48807096
NP_416599.2	WP_000289813.1	100	97.183	gatY	b2096	gatY	LF82_RS11040	0.00970283	NA	-0.60219824	2.18369E-06
NP_417364.2	WP_001350139.1	100	99.585	uacT	b2888	uacT	LF82_RS15000	-0.270792	NA	-0.064669955	NA
NP_414673.1	WP_000621515.1	100	100	panD	b0131	panD	LF82_RS00705	-1.15053586	3.22597E-06	0.572060476	6.57751E-07
NP_414994.1	WP_000344800.1	100	100	tomB	b0461	tomB	LF82_RS02270	0.738763398	0.006918032	-0.338141893	0.02717182
NP_416834.1	WP_000730805.1	100	99.454	smrB	b2331	smrB	LF82_RS12245	0.133513273	0.688051258	0.118135491	0.553457437
NP_414749.2	WP_001295200.1	100	99.167	yafS	b0213	yafS	LF82_RS01110	0.104780267	0.774599224	-0.07822844	0.752755795
NP_416255.1	WP_000252363.1	100	97.288	cho	b1741	cho	LF82_RS09050	0.117635772	0.744846509	-0.016340488	0.951071525
NP_415596.1	WP_000625837.1	100	100	flgG	b1078	flgG	LF82_RS05455	-0.214883248	0.545700669	-0.469953137	0.000755218
NP_415353.1	WP_001236061.1	100	99.34	gsiD	b0832	gsiD	LF82_RS03960	-0.152524389	0.675908591	0.035282821	0.900790337
YP_588437.1	WP_000866436.1	100	100	ykgO	b4506	ykgO	LF82_RS01480	-0.037698478	NA	0.117099368	NA
NP_415262.1	WP_000568275.1	100	100	cydB	b0734	cydB	LF82_RS03445	0.769288774	0.001785603	-0.524574938	3.12658E-06
NP_418144.3	WP_014640236.1	97	96.535	yidR	b3689	yidR	LF82_RS19380	-0.258532812	0.411110552	0.142035212	0.53741226
YP_009518789.1	WP_122134696.1	100	95.238	ynfR	b4749	ynfR	LF82_RS25675	1.206843377	0.009408205	0.057646652	NA
NP_418810.1	WP_000068677.1	100	99.074	trpR	b4393	trpR	LF82_RS23485	-0.166194098	0.617312322	0.3353263	0.084501283
NP_417972.1	WP_000951553.1	100	94.628	gadW	b3515	gadW	LF82_RS18435	-0.052450505	0.896048765	0.300593173	0.218534164
NP_417054.2	WP_001301544.1	100	99.401	tadA	b2559	tadA	LF82_RS13200	-0.166944577	0.622087624	0.133687613	0.373024779
NP_415082.1	WP_001099697.1	100	95	rusA	b0550	rusA	LF82_RS05895	NA	NA	NA	NA
NP_416609.1	WP_000134620.1	100	94.161	rcnA	b2106	rcnA	LF82_RS11090	-0.362474303	0.265510277	0.737717166	0.002281826
NP_418116.1	WP_000535950.1	100	99.349	yicL	b3660	yicL	LF82_RS19235	0.040573899	0.921141896	0.155194177	0.466153681
NP_415698.1	WP_000284277.1	100	99.543	ycgM	b1180	ycgM	LF82_RS06245	0.433888972	0.090828701	-0.980939555	2.44872E-10
NP_417610.1	WP_014640214.1	99	95.2	agaI	b3141	agaI	LF82_RS16490	0.017827321	NA	-0.157842937	NA
NP_415615.1	WP_000756838.1	100	99.706	mltG	b1097	yceG	LF82_RS05550	-0.186869151	0.552971326	-0.142220337	0.339043002
NP_415164.1	WP_000850550.1	100	100	ybeD	b0631	ybeD	LF82_RS02985	0.11506916	0.719157345	-0.007351567	0.968725945
NP_417060.1	WP_000399404.1	100	100	recO	b2565	recO	LF82_RS13240	-0.058916175	0.882739246	0.099564595	0.375322698
NP_416765.1	WP_000639996.1	100	100	menB	b2262	menB	LF82_RS11915	0.076442113	0.844724125	0.010812151	0.947031896
NP_415385.1	WP_000027205.1	100	100	artP	b0864	artP	LF82_RS04125	0.13061366	0.712199895	0.133780708	0.374720557
NP_415952.2	WP_024196719.1	100	98.622	rlhA	b1435	rlhA	LF82_RS07360	-0.46474164	0.164320604	0.973725556	1.14054E-23
NP_414714.1	WP_000622418.1	100	100	frr	b0172	frr	LF82_RS00900	-0.026834742	0.936994795	0.235623377	0.000601223
NP_415533.1	WP_000191701.1	100	100	rutR	b1013	rutR	LF82_RS05140	0.041597447	0.91842689	-0.092591857	0.686265686
YP_026225.1	WP_000149182.1	100	99.341	rbbA	b3486	rbbA	LF82_RS18265	0.136952312	0.708836723	0.538652088	0.000311564
NP_414704.4	WP_000929439.1	100	99.74	cdaR	b0162	cdaR	LF82_RS00860	-0.059831619	0.880623511	0.361426536	0.137731444
NP_416476.1	WP_000218217.1	99	99.291	hchA	b1967	hchA	LF82_RS10205	-0.040188456	0.921141896	0.096024565	0.738841276
NP_416548.1	WP_000862660.1	100	98.768	wcaL	b2044	wcaL	LF82_RS10795	0.130647712	0.725615999	-0.048282432	0.87905235
NP_417226.1	WP_001219238.1	100	98.742	ispF	b2746	ispF	LF82_RS14255	0.045057249	0.913360477	-0.094235786	0.568197411
NP_416734.1	WP_001281253.1	100	99.771	gyrA	b2231	gyrA	LF82_RS11750	0.377093758	0.157194851	-0.196806942	0.00839744
NP_418255.1	WP_000812795.1	100	99.574	yigA	b3810	yigA	LF82_RS19980	-1.993783021	8.33618E-19	1.712747254	3.73189E-61
NP_416916.1	WP_000105467.1	100	99.01	cysM	b2421	cysM	LF82_RS12620	0.012334714	0.979180406	-0.187580388	0.398515399
NP_415011.1	WP_000546254.1	99	99.282	ybaL	b0478	ybaL	LF82_RS02360	0.885439902	0.001405183	-0.919338839	2.15583E-14
NP_414657.1	WP_000963500.1	100	99.841	aceF	b0115	aceF	LF82_RS00620	0.152554582	0.675360265	-0.31952928	0.00059948
NP_414581.1	WP_000347117.1	100	100	caiA	b0039	caiA	LF82_RS00205	0.372767734	0.236960713	-0.434982205	0.063196107
NP_416334.1	WP_000156257.1	100	99.342	yobD	b1820	yobD	LF82_RS09450	-0.415290519	0.193661961	0.124604678	0.627847878
NP_417521.1	WP_001296424.1	100	98.485	glgS	b3049	glgS	LF82_RS16045	0.022922523	0.957384507	0.181591944	0.488040075
NP_417379.1	WP_000195072.1	100	99.582	gcvP	b2903	gcvP	LF82_RS15075	0.238674815	0.4941632	0.450921611	0.000657561
NP_417341.4	WP_001272558.1	100	99.602	actS	b2865	actS	LF82_RS14885	-0.055697948	0.877582561	0.224111843	0.187833955
NP_417954.1	WP_000686608.1	100	99.6	rsmJ	b3497	rsmJ	LF82_RS18305	-0.154147626	0.661054662	0.248110174	0.075261079
YP_026241.1	WP_000072067.1	100	100	gyrB	b3699	gyrB	LF82_RS19435	0.213099657	0.475415527	-0.045744193	0.584026738
NP_415452.1	WP_000193872.1	100	98.966	pepN	b0932	pepN	LF82_RS04490	0.30314535	0.309315152	-0.496851245	0.001373997
NP_418338.1	WP_001179743.1	100	98.905	rhaD	b3902	rhaD	LF82_RS20575	0.084028986	NA	0.028886341	NA
NP_417027.1	WP_000940019.1	100	100	trmJ	b2532	trmJ	LF82_RS13095	0.973965571	0.001182083	-0.405796946	0.000263821
NP_418555.1	WP_001296667.1	100	99.86	cadA	b4131	cadA	LF82_RS21920	-0.26958914	0.428245901	-0.168297309	0.510659279
NP_415577.1	WP_000872794.1	100	98.925	solA	b1059	solA	LF82_RS05360	0.022702645	0.955501147	-0.179766746	0.24350656
NP_416736.1	WP_024196721.1	100	82.508	yfaL	b2233	yfaL	LF82_RS11760	-0.067947004	0.867553446	0.075737303	0.748311457
NP_414554.1	WP_000843689.1	100	95.522	yaaI	b0013	yaaI	LF82_RS00060	-0.048693812	NA	0.123068076	NA
NP_418621.5	WP_001216676.1	100	100	rpsF	b4200	rpsF	LF82_RS22550	-0.214616174	0.544738534	-0.092201195	0.367501057
NP_418302.1	WP_001295266.1	100	100	yihI	b3866	yihI	LF82_RS20370	0.168176479	0.591706986	-0.28177252	0.056598519
NP_416448.1	WP_000994486.1	100	98.913	fliF	b1938	fliF	LF82_RS10065	-0.350704321	0.272572649	-0.66243379	4.0344E-18
NP_417309.1	WP_000895624.1	100	100	ygdQ	b2832	ygdQ	LF82_RS14810	-0.25802773	0.440659535	0.644558448	3.99127E-07
NP_418198.1	WP_000763742.1	100	98.639	mioC	b3742	mioC	LF82_RS19650	-0.136206914	0.694328694	0.076287525	0.553516441
NP_415633.1	WP_000810242.1	100	95.798	ycfT	b1115	ycfT	LF82_RS05640	-0.120717048	NA	-0.002689401	NA
NP_414634.1	WP_000130042.1	100	99.02	ddlB	b0092	ddlB	LF82_RS00480	0.214650321	0.446328317	-0.100147695	0.363323915
NP_418045.4	WP_024196725.1	100	99.219	aldB	b3588	aldB	LF82_RS18840	0.012425921	0.979180406	-0.022396547	NA
NP_417366.1	WP_000003071.1	100	100	lysS	b2890	lysS	LF82_RS15015	0.057814306	0.879920347	-0.284346494	8.53351E-05
NP_416188.1	WP_234287601.1	100	99.571	ydhV	b1673	ydhV	LF82_RS08700	0.107133389	0.783848284	0.046187425	NA
NP_415299.1	WP_000030919.1	100	97.333	bioD	b0778	bioD	LF82_RS03680	-0.45133077	NA	-0.214399673	NA
NP_418153.4	WP_014640237.1	100	96.97	yidB	b3698	yidB	LF82_RS26390	NA	NA	0.25801376	0.117782451
NP_415174.1	WP_001269669.1	100	99.482	lptE	b0641	lptE	LF82_RS03035	0.176198621	0.564756375	-0.075711887	0.586906739
NP_415104.1	WP_000074186.1	100	98.687	cusC	b0572	cusC	LF82_RS02670	-0.273797221	NA	-0.00826384	0.978271338
NP_415643.3	WP_000799401.1	100	99.636	potB	b1125	potB	LF82_RS05690	0.18511212	0.600880494	-0.722149384	5.33793E-09
NP_415209.1	WP_000131702.1	100	100	fur	b0683	fur	LF82_RS03235	-0.043902285	0.892741751	-0.009896834	0.943621608
NP_418429.1	WP_001300651.1	100	99.567	yjaH	b4001	yjaH	LF82_RS21120	-0.134926377	0.717093284	-0.064269079	0.77099964
NP_415750.2	WP_001226476.1	100	99.668	rssA	b1234	rssA	LF82_RS06575	0.443170046	0.085745824	0.011498696	0.958972458
YP_026264.1	WP_000928837.1	100	98.544	rhtC	b3823	rhtC	LF82_RS20050	0.107618401	0.759408947	0.079373582	0.737608522
NP_417913.1	WP_000803826.1	100	98.588	livM	b3456	livM	LF82_RS18090	-0.40596728	0.21913874	0.041334758	0.878509124
NP_418576.1	WP_000208757.1	100	100	frdC	b4152	frdC	LF82_RS22315	0.331868468	0.313361363	0.281746331	0.220210266
NP_415821.1	WP_001274963.1	100	100	pspB	b1305	pspB	LF82_RS06950	-0.118172049	NA	0.045570798	0.885243623
NP_417372.1	WP_000244781.1	100	99.259	ygfX	b2896	ygfX	LF82_RS15045	0.140809057	0.644493959	0.181994156	0.287390989
NP_417229.1	WP_001246113.1	100	93.458	ygbE	b2749	ygbE	LF82_RS14270	-0.292087978	0.309315152	0.328547524	0.180553403
NP_418617.1	WP_000056749.1	100	100	ulaD	b4196	ulaD	LF82_RS22525	-0.099043888	NA	-0.190546987	0.496716745
NP_415005.1	WP_001195025.1	100	100	recR	b0472	recR	LF82_RS02330	0.130483332	0.618063522	-0.485399136	2.58536E-11
YP_026188.1	WP_000098601.1	100	99.548	tktA	b2935	tkt	LF82_RS15240	0.190187554	0.516051246	-0.110845194	0.127768871
NP_418422.1	WP_001276879.1	100	98.732	thiC	b3994	thiC	LF82_RS21085	0.124056964	0.73849032	-0.654640433	8.01442E-06
YP_026197.1	WP_000183508.1	100	96.875	ygiV	b3023	ygiV	LF82_RS15865	0.345314048	0.301598976	-0.12215254	0.682815666
NP_417192.1	WP_014640193.1	100	97.867	hypF	b2712	hypF	LF82_RS14060	0.264522736	0.418383671	-0.414101751	0.088492349
NP_417314.1	WP_000201041.1	100	99.417	galR	b2837	galR	LF82_RS14835	0.183287566	0.587446501	-0.392905439	0.023443066
NP_418204.2	WP_001350412.1	100	97.842	rbsD	b3748	rbsD	LF82_RS19680	-0.990298388	0.015653713	-0.784981253	3.11475E-09
NP_416796.2	WP_001203415.1	100	99.074	hxpA	b2293	hxpA	LF82_RS12050	0.185081579	0.585272178	-0.321634946	0.050550708
NP_416668.3	WP_000658608.1	100	98.63	yeiL	b2163	yeiL	LF82_RS11395	0.087490624	0.828319505	0.044433819	NA
NP_415062.1	WP_000729155.1	100	99.306	folD	b0529	folD	LF82_RS02605	1.056527168	3.81958E-06	-1.071883523	2.65202E-17
NP_417693.3	WP_000074795.1	100	96.958	nanR	b3226	nanR	LF82_RS16865	0.509500196	0.041033026	-0.962962503	7.11576E-05
NP_418603.1	WP_000511945.1	100	98.707	yjfJ	b4182	yjfJ	LF82_RS22455	0.08442659	NA	0.213339013	0.437285828
NP_414930.3	WP_001346334.1	100	99.239	araJ	b0396	araJ	LF82_RS01945	-0.018325546	0.964350686	-0.020701629	0.946287226
NP_415500.1	WP_001528879.1	100	98.148	appA	b0980	appA	LF82_RS04710	-0.121801481	0.747167057	0.012113348	0.968691693
NP_416553.1	WP_000079285.1	100	99.582	cpsB	b2049	cpsB	LF82_RS10820	0.000784547	NA	0.210641006	NA
YP_588468.1	WP_001007730.1	100	100	yheV	b4551	yheV	LF82_RS17540	-0.081430657	0.842296532	-0.056474939	0.859297686
NP_417307.1	WP_000564489.1	100	100	rppH	b2830	rppH	LF82_RS14790	0.783345095	0.001182083	-0.931344933	1.10888E-10
NP_418789.1	WP_000204018.1	100	98.54	holD	b4372	holD	LF82_RS23360	0.077575707	0.852045057	-0.272270249	0.046557011
NP_416285.1	WP_000723717.1	100	98.773	ydjG	b1771	ydjG	LF82_RS09205	0.092796103	0.817145979	-0.008860136	0.975467039
NP_417317.1	WP_000848654.1	100	99.13	ygeA	b2840	ygeA	LF82_RS14850	-0.286369311	0.397951011	-0.014928797	0.958111285
NP_417615.1	WP_000809258.1	100	99.65	rsmI	b3146	rsmI	LF82_RS16495	-0.187504491	0.581084728	0.188579903	0.229829447
YP_009518813.1	WP_122083101.1	100	85.185	yqfI	b4754	gcvT	LF82_RS25825	-0.368189765	NA	-0.033137102	NA
NP_417560.1	WP_000211386.1	100	98.792	sstT	b3089	sstT	LF82_RS16255	-0.846529353	0.000998992	0.103142214	0.421388339
NP_415760.1	WP_000911112.1	100	100	oppB	b1244	oppB	LF82_RS06620	0.190747763	0.591706986	-0.166989508	0.281519061
NP_415512.1	WP_000818456.1	100	96.078	yccM	b0992	torS	LF82_RS04740	-0.133902162	0.675360265	0.195140114	0.487213645
NP_415531.2	WP_014640125.1	100	96.957	rutB	b1011	rutB	LF82_RS05130	-0.139203626	NA	-0.114100998	NA
NP_416785.1	WP_000118512.1	100	99.692	nuoH	b2282	nuoH	LF82_RS11995	0.414261631	0.083528919	0.009868833	0.955560797
NP_416911.1	WP_000623136.1	100	99.826	ptsI	b2416	ptsI	LF82_RS12600	0.11242391	0.73849032	-0.612548594	2.32743E-20
NP_415600.1	WP_000096499.1	100	98.903	flgK	b1082	flgK	LF82_RS05475	-0.202561385	0.565367861	-0.380804572	9.77147E-05
NP_418654.1	WP_001219792.1	100	99.562	mpl	b4233	mpl	LF82_RS22735	0.068638246	0.86237723	0.014152687	0.918011863
NP_418141.2	WP_001243431.1	100	100	ibpB	b3686	ibpB	LF82_RS19365	-0.18460045	0.600880494	0.190223129	0.248591963
NP_417162.1	WP_000777936.1	100	98.119	nrdF	b2676	nrdF	LF82_RS13880	0.060183331	0.879540677	0.090198657	0.757313283
NP_418481.1	WP_000155657.1	100	100	yjbR	b4057	yjbR	LF82_RS21495	0.124636853	0.73777456	-0.838841699	0.000179671
NP_415551.2	WP_000351287.1	100	98.718	ghrA	b1033	ghrA	LF82_RS05215	0.105904709	0.785421829	0.114062101	0.641167107
NP_417806.1	WP_000838264.1	100	99.259	fkpA	b3347	fkpA	LF82_RS17525	-0.375290133	0.093316419	0.371424063	2.32336E-05
YP_588469.1	WP_000980158.1	100	92.157	ysaB	b4553	ysaB	LF82_RS18710	-0.078330656	NA	-0.131639386	NA
NP_416075.1	WP_000066485.1	100	98.592	cspB	b1557	cspF	LF82_RS08110	NA	NA	0.034819476	0.843868559
YP_588462.1	WP_000638018.1	100	96.396	arnE	b4544	arnE	LF82_RS11890	0.186324376	0.600880494	0.20921159	NA
NP_417792.2	WP_001335091.1	100	96.641	gspL	b3333	gspO	LF82_RS17465	-0.017250186	0.969703956	0.099934604	0.739162475
NP_417466.1	WP_000134031.1	100	99.383	hybE	b2992	hybE	LF82_RS15690	-0.048305579	0.908855498	-0.050783474	0.831689124
NP_416129.1	WP_000066639.1	100	100	fumA	b1612	fumB	LF82_RS08380	-0.026603973	0.949064261	0.308442836	0.032647891
NP_416302.2	WP_000999630.1	100	100	yoaI	b1788	yoaI	LF82_RS09290	-0.212382817	NA	-0.069787624	NA
YP_026276.1	WP_000211483.1	99	98.804	rhaA	b3903	rhaA	LF82_RS20580	-0.146521355	NA	0.048068878	NA
NP_415382.1	WP_000464491.1	100	100	artM	b0861	artM	LF82_RS04110	0.063009876	0.877210914	0.127080061	0.455610448
NP_418580.2	WP_001314359.1	100	97.6	yjeM	b4156	yjeM	LF82_RS22335	-0.474261004	0.161255718	0.141565365	0.490183288
NP_418178.1	WP_001318143.1	100	97.28	bglF	b3722	bglF	LF82_RS19550	-0.084368486	NA	0.186474183	0.509220499
NP_415360.1	WP_000195961.1	100	99.75	dacC	b0839	dacC	LF82_RS03995	0.066586649	0.867553446	-0.188589158	0.251659389
NP_414768.1	WP_001263501.1	100	98.485	yafO	b0233	yafO	LF82_RS01340	0.074312634	0.859411854	-0.242718143	0.364490698
YP_588439.1	WP_000971095.1	100	89.13	ylcG	b4509	rusA	LF82_RS05900	NA	NA	NA	NA
NP_414744.1	WP_000648548.1	100	98.355	yafC	b0208	yafC	LF82_RS01085	-0.089876732	0.824424067	-0.331818834	0.158169419
NP_415281.1	WP_000096859.1	99	98.364	modF	b0760	modF	LF82_RS03585	-0.098840003	0.802668612	-0.373249899	0.016426929
NP_417982.2	WP_001329855.1	100	99.216	pdeH	b3525	pdeH	LF82_RS18485	-0.186891881	0.59376555	-0.441507625	0.000214799
NP_418659.1	WP_000187799.1	100	99.719	nrdD	b4238	nrdD	LF82_RS22760	0.521303589	0.122563302	-0.21178383	0.226469051
NP_417569.1	WP_000031415.1	100	100	yqjD	b3098	yqjD	LF82_RS16300	0.102107221	0.78716606	0.580502303	3.19324E-05
NP_417975.1	WP_000784837.1	100	99.57	ccp	b3518	ccp	LF82_RS18450	-0.23029433	0.510789734	0.235926317	0.248591963
NP_416109.2	WP_071820729.1	100	98.565	clcB	b1592	clcB	LF82_RS08275	-0.086638401	0.829709261	-0.083595589	0.747704112
NP_417412.1	WP_000105562.1	100	99.673	speB	b2937	speB	LF82_RS15250	0.014572064	0.974631308	0.248333568	0.012465623
NP_417519.4	WP_001366880.1	93	50.649	yqiH	b3047	zupT	LF82_RS16025	-0.108475746	NA	0.004117069	0.987564786
NP_415398.1	WP_001400542.1	96	99.371	ybjX	b0877	ybjX	LF82_RS04195	0.024270526	0.952759953	-0.364592465	2.30745E-05
NP_417233.1	WP_000490435.1	100	99.13	iap	b2753	iap	LF82_RS14290	0.40310019	0.165521008	-0.048537951	0.843868559
NP_416395.1	WP_000983609.1	100	100	cheZ	b1881	cheZ	LF82_RS09790	0.020378788	0.961097179	-0.70685582	0.000576526
NP_417656.1	WP_000357259.1	100	100	murA	b3189	murA	LF82_RS16710	0.139747787	0.678251755	-0.34988255	5.22375E-05
NP_417232.1	WP_000372392.1	100	99.669	cysD	b2752	cysD	LF82_RS14285	-0.089050408	NA	-0.126083229	0.67277154
NP_415291.1	WP_001036491.1	100	99.371	ybhI	b0770	ybhI	LF82_RS03635	-0.211632585	NA	0.030960369	NA
YP_002791246.1	WP_010723108.1	100	100	yoeI	b4678	yoeI	LF82_RS25745	-0.521903166	0.122703095	0.00253216	0.987878571
NP_416900.1	WP_000442954.1	100	98.299	xapR	b2405	xapR	LF82_RS12535	-0.140243761	NA	0.140912014	0.61109697
NP_418780.2	WP_001534852.1	100	98.171	yjjA	b4360	yjjA	LF82_RS23290	-0.19054453	0.590463304	0.716526945	4.53141E-07
NP_415772.1	WP_001298116.1	100	99.528	ompW	b1256	ompW	LF82_RS06685	0.582637307	0.067774304	0.092303159	0.682815666
NP_416971.1	WP_001295467.1	100	100	purC	b2476	purC	LF82_RS12850	0.913372798	0.010900462	-0.022245961	0.920220219
NP_417782.1	WP_000107587.1	100	97.342	gspA	b3323	gspA	LF82_RS17405	-0.23455726	0.479954263	0.016443335	0.94989095
NP_415560.1	WP_000771435.1	100	98.013	csgA	b1042	csgA	LF82_RS05265	-0.003361244	NA	0.206620894	NA
NP_418366.1	WP_001293344.1	100	99.774	hslU	b3931	hslU	LF82_RS20725	0.036339322	0.930270837	0.028099454	0.799577377
NP_417373.1	WP_000354046.1	100	100	sdhE	b2897	sdhE	LF82_RS15050	-0.031808404	0.936317017	0.39436142	0.016095904
YP_001165319.1	WP_000901367.1	100	100	mgtS	b4599	mgtS	LF82_RS07885	0.122181457	0.744572637	-0.448399837	0.039809949
NP_418078.1	WP_001264595.1	98	97.115	waaC	b3621	rfaC	LF82_RS19000	0.2641706	0.419928346	0.020250643	0.900790337
NP_416763.1	WP_000577597.1	100	96.896	menE	b2260	menE	LF82_RS11905	0.066477868	0.86934581	-0.055540674	0.742990636
NP_415959.1	WP_001251327.1	100	98.403	ydcU	b1442	ydcU	LF82_RS07390	0.214190786	NA	0.033215883	NA
NP_417774.1	WP_000447529.1	100	100	rplV	b3315	rplV	LF82_RS17365	-0.012327615	0.979180406	-0.215900301	0.001619063
NP_418200.1	WP_000845107.1	100	99.697	asnA	b3744	asnA	LF82_RS19660	0.938747699	0.006294616	-0.64854624	1.33203E-09
NP_414962.1	WP_000576425.1	100	99.662	cyoE	b0428	cyoE	LF82_RS02105	0.26376641	0.427883804	0.332159179	8.2074E-05
NP_414937.2	WP_000979377.1	100	97.848	malZ	b0403	malZ	LF82_RS01980	0.37876692	0.23698719	-0.145320093	0.548083722
NP_418813.1	WP_000371658.1	100	99.308	rob	b4396	robA	LF82_RS23500	0.647065914	0.006905518	-0.319550073	0.002628519
NP_417821.1	WP_000736858.1	100	96.364	yhfG	b3362	yhfG	LF82_RS17610	-0.929645801	0.003822503	0.538887627	0.022048227
NP_417730.1	WP_001129503.1	100	98.636	envR	b3264	acrS	LF82_RS17100	-0.262759381	NA	-0.139855388	NA
NP_415725.1	WP_001298109.1	100	100	prs	b1207	prs	LF82_RS06405	0.086823048	0.825173107	-0.026230012	0.885243623
